Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 1_24Hrs	Peptides 1_24Hrs_virus	Peptides 1_2Hrs	Peptides 1_2Hrs_virus	Peptides 2_24Hrs	Peptides 2_24Hrs_virus	Peptides 2_2Hrs	Peptides 2_2Hrs_virus	Peptides 3_24Hrs	Peptides 3_24Hrs_virus	Peptides 3_2Hrs	Peptides 3_2Hrs_virus	Razor + unique peptides 1_24Hrs	Razor + unique peptides 1_24Hrs_virus	Razor + unique peptides 1_2Hrs	Razor + unique peptides 1_2Hrs_virus	Razor + unique peptides 2_24Hrs	Razor + unique peptides 2_24Hrs_virus	Razor + unique peptides 2_2Hrs	Razor + unique peptides 2_2Hrs_virus	Razor + unique peptides 3_24Hrs	Razor + unique peptides 3_24Hrs_virus	Razor + unique peptides 3_2Hrs	Razor + unique peptides 3_2Hrs_virus	Unique peptides 1_24Hrs	Unique peptides 1_24Hrs_virus	Unique peptides 1_2Hrs	Unique peptides 1_2Hrs_virus	Unique peptides 2_24Hrs	Unique peptides 2_24Hrs_virus	Unique peptides 2_2Hrs	Unique peptides 2_2Hrs_virus	Unique peptides 3_24Hrs	Unique peptides 3_24Hrs_virus	Unique peptides 3_2Hrs	Unique peptides 3_2Hrs_virus	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 1_24Hrs	Identification type 1_24Hrs_virus	Identification type 1_2Hrs	Identification type 1_2Hrs_virus	Identification type 2_24Hrs	Identification type 2_24Hrs_virus	Identification type 2_2Hrs	Identification type 2_2Hrs_virus	Identification type 3_24Hrs	Identification type 3_24Hrs_virus	Identification type 3_2Hrs	Identification type 3_2Hrs_virus	Sequence coverage 1_24Hrs [%]	Sequence coverage 1_24Hrs_virus [%]	Sequence coverage 1_2Hrs [%]	Sequence coverage 1_2Hrs_virus [%]	Sequence coverage 2_24Hrs [%]	Sequence coverage 2_24Hrs_virus [%]	Sequence coverage 2_2Hrs [%]	Sequence coverage 2_2Hrs_virus [%]	Sequence coverage 3_24Hrs [%]	Sequence coverage 3_24Hrs_virus [%]	Sequence coverage 3_2Hrs [%]	Sequence coverage 3_2Hrs_virus [%]	Intensity	Intensity 1_24Hrs	Intensity 1_24Hrs_virus	Intensity 1_2Hrs	Intensity 1_2Hrs_virus	Intensity 2_24Hrs	Intensity 2_24Hrs_virus	Intensity 2_2Hrs	Intensity 2_2Hrs_virus	Intensity 3_24Hrs	Intensity 3_24Hrs_virus	Intensity 3_2Hrs	Intensity 3_2Hrs_virus	LFQ intensity 1_24Hrs	LFQ intensity 1_24Hrs_virus	LFQ intensity 1_2Hrs	LFQ intensity 1_2Hrs_virus	LFQ intensity 2_24Hrs	LFQ intensity 2_24Hrs_virus	LFQ intensity 2_2Hrs	LFQ intensity 2_2Hrs_virus	LFQ intensity 3_24Hrs	LFQ intensity 3_24Hrs_virus	LFQ intensity 3_2Hrs	LFQ intensity 3_2Hrs_virus	MS/MS count 1_24Hrs	MS/MS count 1_24Hrs_virus	MS/MS count 1_2Hrs	MS/MS count 1_2Hrs_virus	MS/MS count 2_24Hrs	MS/MS count 2_24Hrs_virus	MS/MS count 2_2Hrs	MS/MS count 2_2Hrs_virus	MS/MS count 3_24Hrs	MS/MS count 3_24Hrs_virus	MS/MS count 3_2Hrs	MS/MS count 3_2Hrs_virus	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
CON__ENSEMBL:ENSBTAP00000037665	CON__ENSEMBL:ENSBTAP00000037665	3	3	3		1	3	3	3	1	2	2	2	2	1	2	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	2	1	1	2	2	2	2	1	2	1	1	1	2	1	6.2	6.2	6.2	65.19	578	578	0	9.5959	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	2.4	4.8	3.8	3.8	4.8	2.4	4.8	2.4	2.4	2.4	4.8	2.4	1276700000	56753000	81227000	96822000	75843000	95835000	99061000	108240000	70487000	152110000	164540000	137870000	137920000	0	0	0	0	0	0	0	0	0	0	157470000	0	0	7	6	6	7	8	6	8	6	7	6	6	73			+	10	1598;1668;1708	True;True;True	1612;1683;1723	13702;13703;13704;13705;13706;13707;13708;13709;13710;13711;13712;13713;14245;14246;14247;14248;14624;14625	32481;32482;32483;32484;32485;32486;32487;32488;32489;32490;32491;32492;32493;32494;32495;32496;32497;32498;32499;32500;32501;32502;32503;32504;32505;32506;32507;32508;32509;32510;32511;32512;32513;32514;32515;32516;32517;32518;32519;32520;32521;32522;32523;32524;32525;32526;32527;32528;32529;32530;32531;32532;32533;32534;32535;32536;32537;32538;32539;32540;32541;32542;32543;32544;32545;32546;32547;32548;32549;32550;32551;32552;32553;33809;33810;33811;34637;34638	32541;33811;34637			-1
CON__P13646-1;tr|K7ERE3|K7ERE3_HUMAN;CON__ENSEMBL:ENSP00000377550;sp|P13646|K1C13_HUMAN;CON__P08730-1;sp|P19012|K1C15_HUMAN;CON__P19012;tr|K7EMD9|K7EMD9_HUMAN;tr|A0A3B3IS58|A0A3B3IS58_HUMAN;sp|Q2M2I5|K1C24_HUMAN;CON__Q6IFX2;sp|Q04695|K1C17_HUMAN;CON__Q9QWL7;CON__Q04695;CON__Q9D312;sp|P35900|K1C20_HUMAN;CON__P35900;tr|F5GWP8|F5GWP8_HUMAN;tr|A8MT21|A8MT21_HUMAN;CON__Q2M2I5	CON__P13646-1;tr|K7ERE3|K7ERE3_HUMAN;CON__ENSEMBL:ENSP00000377550;sp|P13646|K1C13_HUMAN;CON__P08730-1;sp|P19012|K1C15_HUMAN;CON__P19012;tr|K7EMD9|K7EMD9_HUMAN	4;4;4;4;3;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1	3;3;3;3;2;1;1;2;0;1;0;0;0;0;0;0;0;0;0;1	2;2;2;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0	;tr|K7ERE3|K7ERE3_HUMAN Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=1;;sp|P13646|K1C13_HUMAN Keratin, type I cytoskeletal 13 OS=Homo sapiens OX=9606 GN=KRT13 PE=1 SV=4;;sp|P19012|K1C15_HUMAN Keratin, type I cytoskeletal 15 OS=H	20	4	3	2	1	1	1	1	2	1	1	1	1	3	0	1	1	1	1	1	1	1	1	1	1	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	9.2	6.8	4.4	49.586	458	458;415;420;458;437;456;456;165;98;525;452;432;433;432;431;424;424;349;291;525	0	16.836	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	2.4	2.4	2.4	2.4	4.8	2.4	2.4	2.4	2.4	6.8	0	2.4	943740000	37614000	14542000	30491000	39044000	40180000	60066000	26498000	49328000	189030000	151080000	0	305870000	0	0	0	0	0	0	0	0	0	0	0	278570000	0	0	0	0	0	0	0	0	0	3	0	0	3			+	11	3419;3584;4069;4322	True;True;False;True	3464;3632;4123;4378	28947;28948;28949;28950;28951;28952;28953;28954;28955;28956;28957;30298;30299;34302;36482	67091;67092;67093;67094;67095;67096;67097;67098;67099;67100;67101;70011;70012;79239;84341	67098;70012;79239;84341			-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1
CON__P00735	CON__P00735	3	3	3		1	3	3	3	2	1	2	3	3	2	2	2	3	3	3	3	2	1	2	3	3	2	2	2	3	3	3	3	2	1	2	3	3	2	2	2	3	3	3	3	9.1	9.1	9.1	70.505	625	625	0	323.31	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.1	3	7	9.1	9.1	7	7	7	9.1	9.1	9.1	9.1	2824200000	89471000	30704000	57972000	130120000	302130000	377170000	91377000	215040000	351770000	483840000	302120000	392520000	89847000	0	0	125870000	211130000	0	0	0	399150000	402580000	336920000	342340000	3	3	4	6	4	5	2	4	9	9	6	7	62			+	12	1143;3153;4071	True;True;True	1153;3195;4125	9704;9705;9706;9707;9708;9709;9710;9711;9712;9713;26903;26904;26905;26906;26907;26908;26909;26910;26911;26912;26913;26914;34307;34308;34309;34310;34311;34312;34313	22945;22946;22947;22948;22949;22950;62823;62824;62825;62826;62827;62828;62829;62830;62831;62832;62833;62834;62835;62836;62837;62838;62839;62840;62841;62842;62843;62844;62845;62846;62847;62848;62849;62850;62851;62852;62853;62854;62855;62856;62857;62858;62859;62860;62861;62862;62863;79244;79245;79246;79247;79248;79249;79250;79251;79252;79253;79254;79255;79256;79257;79258;79259;79260;79261;79262;79263;79264;79265	22947;62844;79251			-1
CON__P00761	CON__P00761	1	1	1		1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3.5	3.5	3.5	24.409	231	231	0	12.477	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	3.5	26972000000	904360000	456600000	913630000	908680000	1310900000	866870000	956040000	102400000	3976600000	5954000000	3945900000	6676400000	332220000	211450000	366220000	371540000	445580000	0	349160000	0	4711300000	4982300000	4976700000	7715700000	0	0	0	0	0	0	0	0	3	4	5	4	16			+	13	4184	True	4239	35282;35283;35284;35285;35286;35287;35288;35289;35290;35291;35292;35293;35294;35295;35296;35297;35298;35299;35300;35301;35302;35303	81776;81777;81778;81779;81780;81781;81782;81783;81784;81785;81786;81787;81788;81789;81790;81791;81792;81793	81792			-1
CON__P00978	CON__P00978	1	1	1		1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	5.1	5.1	5.1	39.234	352	352	0	289.81		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	5.1	3555400000	0	187190000	237150000	202990000	228380000	388360000	237760000	327910000	304260000	396050000	549130000	496200000	0	0	0	0	0	0	0	0	0	0	0	451920000	0	6	5	5	6	7	6	6	6	7	6	6	66			+	14	75	True	75	617;618;619;620;621;622;623;624;625;626;627	1532;1533;1534;1535;1536;1537;1538;1539;1540;1541;1542;1543;1544;1545;1546;1547;1548;1549;1550;1551;1552;1553;1554;1555;1556;1557;1558;1559;1560;1561;1562;1563;1564;1565;1566;1567;1568;1569;1570;1571;1572;1573;1574;1575;1576;1577;1578;1579;1580;1581;1582;1583;1584;1585;1586;1587;1588;1589;1590;1591;1592;1593;1594;1595;1596;1597	1569			-1
CON__Q2KJ62;CON__P01044-1;CON__P01045-1;sp|P01042|KNG1_HUMAN	CON__Q2KJ62;CON__P01044-1;CON__P01045-1	5;5;4;1	5;5;4;1	5;5;4;1	;;	4	5	5	5	3	4	4	3	4	4	4	4	4	4	4	5	3	4	4	3	4	4	4	4	4	4	4	5	3	4	4	3	4	4	4	4	4	4	4	5	8.4	8.4	8.4	68.964	621	621;621;619;644	0	88.425	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	5.2	6.6	6.6	5.2	6.6	6.6	6.6	6.6	6.6	6.6	6.6	8.4	14136000000	432800000	510160000	421010000	433110000	636680000	847940000	681250000	720340000	2033900000	2687000000	1598600000	3133100000	353700000	496330000	399480000	426110000	538980000	909670000	785150000	489380000	2079400000	2114600000	1738100000	2833600000	2	3	4	0	6	8	6	3	4	7	8	11	62			+	15	900;1110;2170;3499;3626	True;True;True;True;True	909;1120;2194;3545;3674	7778;7779;7780;7781;7782;7783;7784;7785;7786;7787;7788;7789;9425;9426;9427;9428;9429;9430;9431;9432;9433;9434;9435;9436;18496;29532;29533;29534;29535;29536;29537;29538;29539;29540;29541;30617;30618;30619;30620;30621;30622;30623;30624;30625;30626;30627;30628	18499;18500;18501;18502;18503;18504;18505;18506;18507;18508;18509;18510;18511;18512;18513;18514;18515;18516;18517;18518;18519;18520;18521;18522;18523;18524;18525;18526;18527;18528;22191;22192;22193;22194;22195;22196;22197;22198;22199;22200;22201;22202;43955;68439;68440;68441;68442;68443;68444;68445;68446;68447;68448;70573;70574;70575;70576;70577;70578;70579;70580;70581;70582;70583;70584;70585;70586;70587;70588;70589;70590;70591;70592;70593;70594;70595;70596;70597;70598;70599;70600;70601;70602;70603;70604	18509;22198;43955;68445;70593			-1;-1;-1;-1
sp|P02533|K1C14_HUMAN;CON__P02533;CON__Q61782;CON__A2A4G1;CON__Q9Z2K1;CON__Q3ZAW8	sp|P02533|K1C14_HUMAN;CON__P02533;CON__Q61782;CON__A2A4G1;CON__Q9Z2K1;CON__Q3ZAW8	3;3;2;2;2;2	1;1;1;0;0;0	1;1;1;0;0;0	sp|P02533|K1C14_HUMAN Keratin, type I cytoskeletal 14 OS=Homo sapiens OX=9606 GN=KRT14 PE=1 SV=4;;;;;	6	3	1	1	1	1	0	1	3	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8.9	4.7	4.7	51.561	472	472;472;93;456;469;474	0	10.389	By matching	By matching		By matching	By MS/MS	By matching	By matching	By matching	By matching		By matching	By matching	1.9	1.9	0	1.9	8.9	1.9	1.9	1.9	1.9	0	1.9	1.9	33328000	0	0	0	0	33328000	0	0	0	0	0	0	0	0	0	0	0	28385000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+	16	2568;4069;4500	True;False;False	2598;4123;4557	21858;34302;38015;38016;38017;38018;38019;38020;38021;38022;38023;38024	51225;79239;87457;87458;87459;87460;87461;87462;87463;87464;87465;87466;87467;87468;87469;87470;87471;87472;87473;87474;87475;87476;87477;87478;87479;87480;87481;87482;87483;87484;87485;87486;87487;87488;87489;87490;87491;87492	51225;79239;87487			-1;-1;-1;-1;-1;-1
sp|P48668|K2C6C_HUMAN;sp|P02538|K2C6A_HUMAN;CON__P48668;CON__P02538;sp|P04259|K2C6B_HUMAN;CON__P04259;CON__P50446;tr|F8W0C6|F8W0C6_HUMAN	sp|P48668|K2C6C_HUMAN;sp|P02538|K2C6A_HUMAN;CON__P48668;CON__P02538;sp|P04259|K2C6B_HUMAN;CON__P04259;CON__P50446	5;5;5;5;4;4;3;2	4;4;4;4;3;3;2;1	1;1;1;1;0;0;0;0	sp|P48668|K2C6C_HUMAN Keratin, type II cytoskeletal 6C OS=Homo sapiens OX=9606 GN=KRT6C PE=1 SV=3;sp|P02538|K2C6A_HUMAN Keratin, type II cytoskeletal 6A OS=Homo sapiens OX=9606 GN=KRT6A PE=1 SV=3;;;sp|P04259|K2C6B_HUMAN Keratin, type II cytoskeletal 6B OS=	8	5	4	1	4	2	2	4	5	0	2	3	3	4	3	4	3	1	1	3	4	0	1	2	2	3	2	3	1	0	0	1	1	0	0	0	0	1	1	1	10.3	9	3	60.024	564	564;564;564;564;564;564;553;178	0	177.71	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	8.9	3.9	3.9	8.3	10.3	0	3.9	5.3	5.3	8.3	6.9	8.3	1155600000	110090000	34131000	61367000	76894000	338450000	0	72585000	48939000	111750000	123980000	69935000	107430000	78695000	0	0	105170000	162120000	0	0	70195000	150160000	108690000	0	128470000	0	0	0	3	8	0	0	0	0	5	1	6	23			+	17	174;1307;2569;3383;3860	True;False;True;True;True	174;1320;2599;3428;3914	1339;1340;1341;1342;1343;1344;1345;11247;11248;11249;11250;11251;11252;11253;11254;11255;11256;11257;21859;21860;21861;21862;21863;21864;28676;28677;28678;28679;28680;28681;28682;28683;28684;28685;28686;32547;32548	3371;3372;3373;3374;3375;3376;3377;3378;3379;3380;27474;27475;27476;27477;27478;51226;51227;51228;51229;51230;51231;51232;51233;51234;66504;66505;66506;66507;66508;66509;66510;66511;66512;66513;66514;66515;75568;75569	3378;27474;51228;66511;75569			-1;-1;-1;-1;-1;-1;-1;-1
CON__P02663	CON__P02663	1	1	1		1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3.9	3.9	3.9	24.348	207	207	0.0086856	1.1617						By MS/MS							0	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2			+	18	1197	True	1207	10202;10203	24329;24330	24330			-1
CON__P02672	CON__P02672	2	2	2		1	2	2	2	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	2	1	2	2	1	1	2	2	1	1	1	1	2	1	2	2	1	1	2	2	1	5.2	5.2	5.2	67.011	615	615	0	63.928	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	1.8	1.8	1.8	5.2	3.4	5.2	5.2	3.4	1.8	5.2	5.2	1.8	1009800000	32225000	29963000	44040000	56334000	20216000	111500000	61780000	37823000	124280000	234570000	140540000	116510000	0	0	0	0	0	0	0	0	0	0	160520000	0	0	0	0	2	1	1	1	1	0	0	0	0	6			+	19	3313;3572	True;True	3358;3620	28117;28118;28119;28120;28121;28122;28123;28124;28125;28126;30175;30176;30177;30178;30179;30180;30181	65463;65464;65465;65466;65467;65468;65469;65470;65471;65472;69729;69730;69731;69732;69733;69734;69735;69736	65469;69735			-1
CON__P02676;tr|D6REL8|D6REL8_HUMAN;sp|P02675|FIBB_HUMAN	CON__P02676	3;1;1	3;1;1	3;1;1		3	3	3	3	2	0	2	2	1	2	1	0	3	1	2	3	2	0	2	2	1	2	1	0	3	1	2	3	2	0	2	2	1	2	1	0	3	1	2	3	7.3	7.3	7.3	56.44	495	495;272;491	0	12.615	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	4.6	0	4.6	4.6	1.8	4.4	1.8	0	7.3	2.8	4.6	7.3	724030000	124630000	0	93171000	112650000	0	0	0	0	93669000	76979000	132200000	90728000	0	0	97370000	0	0	0	0	0	0	0	146790000	0	1	0	1	1	1	3	1	0	5	2	4	5	24			+	20	2401;3278;4630	True;True;True	2429;3323;4689	20335;20336;20337;20338;20339;20340;27866;27867;27868;27869;27870;27871;27872;27873;27874;39017;39018;39019;39020;39021;39022;39023	47994;47995;47996;47997;47998;47999;64855;64856;64857;64858;64859;64860;64861;64862;64863;64864;89716;89717;89718;89719;89720;89721;89722;89723	47998;64864;89721			-1;-1;-1
CON__P02754	CON__P02754	1	1	1		1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	16	16	16	18.281	162	162	0	81.278							By MS/MS						0	0	0	0	0	0	16	0	0	0	0	0	8851600	0	0	0	0	0	0	8851600	0	0	0	0	0	0	0	0	0	0	0	8803300	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3			+	21	4168	True	4223	35178	81512;81513;81514	81513	5	24	-1
sp|P02768|ALBU_HUMAN;CON__P02768-1;tr|H0YA55|H0YA55_HUMAN;tr|D6RHD5|D6RHD5_HUMAN;tr|A0A0C4DGB6|A0A0C4DGB6_HUMAN;tr|C9JKR2|C9JKR2_HUMAN;tr|A0A087WWT3|A0A087WWT3_HUMAN;tr|H7C013|H7C013_HUMAN	sp|P02768|ALBU_HUMAN;CON__P02768-1;tr|H0YA55|H0YA55_HUMAN;tr|D6RHD5|D6RHD5_HUMAN;tr|A0A0C4DGB6|A0A0C4DGB6_HUMAN;tr|C9JKR2|C9JKR2_HUMAN;tr|A0A087WWT3|A0A087WWT3_HUMAN	10;10;9;9;9;8;7;1	7;7;6;6;6;5;4;1	1;1;0;0;1;0;1;1	sp|P02768|ALBU_HUMAN Albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=2;;tr|H0YA55|H0YA55_HUMAN Serum albumin (Fragment) OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=1;tr|D6RHD5|D6RHD5_HUMAN Serum albumin OS=Homo sapiens OX=9606 GN=ALB PE=1 SV=1;tr|A0A0C4DGB6|A0A0	8	10	7	1	7	6	7	8	7	8	9	8	6	6	8	6	4	3	5	5	4	5	7	5	3	3	5	3	0	0	1	0	0	0	1	0	0	0	0	0	21	17.1	3.8	69.366	609	609;609;454;459;604;417;396;197	0	140.06	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	11.8	9.5	15.6	13.8	11.8	15.3	21	15.3	9.9	9.9	14.9	9.9	356950000000	18413000000	14347000000	13579000000	13806000000	19379000000	26150000000	20783000000	20933000000	55827000000	60429000000	38646000000	54655000000	22383000000	13792000000	23474000000	23992000000	20340000000	30962000000	21828000000	21217000000	44811000000	33877000000	36796000000	39788000000	6	4	10	6	13	11	16	12	11	7	8	8	112			+	22	13;56;455;2265;2286;2813;2965;3480;4443;4679	True;True;False;True;False;True;True;True;False;True	13;56;457;2290;2312;2846;3001;3526;4500;4738	111;112;113;114;115;116;117;118;119;453;454;455;456;457;458;459;460;461;462;3859;3860;3861;3862;3863;3864;3865;3866;3867;3868;3869;3870;3871;3872;3873;3874;3875;3876;3877;3878;3879;3880;3881;3882;3883;3884;3885;3886;3887;3888;3889;3890;3891;3892;3893;3894;3895;3896;3897;3898;3899;3900;3901;3902;19178;19179;19180;19181;19182;19183;19184;19185;19186;19187;19188;19189;19190;19191;19378;19379;19380;19381;19382;19383;19384;19385;19386;19387;19388;19389;19390;19391;19392;19393;19394;19395;19396;19397;19398;19399;19400;19401;19402;19403;19404;19405;19406;19407;19408;19409;19410;19411;19412;19413;19414;19415;19416;19417;19418;19419;19420;19421;19422;19423;19424;19425;19426;23934;23935;25219;25220;25221;25222;29366;29367;29368;37543;37544;37545;37546;37547;37548;37549;37550;37551;37552;39478;39479;39480;39481;39482;39483;39484;39485;39486;39487;39488;39489	277;278;279;1129;1130;1131;1132;1133;1134;1135;1136;1137;1138;1139;1140;1141;1142;1143;1144;1145;1146;1147;1148;1149;1150;1151;1152;1153;1154;1155;1156;1157;1158;1159;1160;1161;1162;1163;1164;1165;1166;9154;9155;9156;9157;9158;9159;9160;9161;9162;9163;9164;9165;9166;9167;9168;9169;9170;9171;9172;9173;9174;9175;9176;9177;9178;9179;9180;9181;9182;9183;9184;9185;9186;9187;9188;9189;9190;9191;9192;9193;9194;9195;9196;9197;9198;9199;9200;9201;9202;9203;9204;9205;9206;9207;9208;9209;9210;9211;9212;9213;9214;9215;9216;9217;9218;9219;9220;9221;9222;9223;9224;9225;9226;9227;9228;9229;9230;9231;9232;9233;9234;9235;9236;9237;9238;9239;9240;9241;9242;9243;9244;9245;9246;9247;9248;9249;9250;9251;9252;9253;9254;9255;9256;9257;9258;9259;9260;9261;9262;9263;9264;9265;9266;9267;9268;9269;9270;9271;9272;9273;9274;9275;9276;9277;9278;9279;9280;9281;9282;9283;9284;9285;9286;9287;9288;9289;9290;9291;9292;9293;9294;9295;9296;9297;9298;9299;9300;9301;9302;9303;9304;9305;9306;9307;9308;9309;9310;9311;9312;9313;9314;9315;9316;9317;9318;9319;9320;9321;9322;9323;9324;9325;9326;9327;9328;9329;9330;9331;45376;45377;45378;45379;45380;45381;45382;45383;45384;45385;45386;45387;45388;45389;45390;45391;45392;45393;45394;45880;45881;45882;45883;45884;45885;45886;45887;45888;45889;45890;45891;45892;45893;45894;45895;45896;45897;45898;45899;45900;45901;45902;45903;45904;45905;45906;45907;45908;45909;45910;45911;45912;45913;45914;45915;45916;45917;45918;45919;45920;45921;45922;45923;45924;45925;45926;45927;45928;45929;45930;45931;45932;45933;45934;45935;45936;45937;45938;45939;45940;45941;45942;45943;45944;45945;45946;45947;45948;45949;45950;45951;45952;45953;45954;45955;45956;45957;45958;45959;45960;45961;45962;45963;45964;45965;45966;45967;45968;45969;45970;45971;45972;45973;45974;45975;45976;45977;45978;45979;45980;45981;45982;45983;45984;45985;45986;45987;45988;45989;45990;45991;45992;45993;45994;45995;45996;45997;45998;45999;46000;46001;46002;46003;46004;46005;46006;46007;46008;46009;46010;46011;46012;46013;55967;59056;59057;59058;59059;67998;67999;68000;68001;68002;68003;68004;68005;86622;86623;86624;86625;86626;86627;86628;86629;86630;91088;91089;91090;91091;91092;91093;91094;91095;91096;91097;91098;91099;91100;91101;91102;91103;91104;91105;91106;91107;91108;91109;91110;91111;91112;91113;91114;91115;91116;91117;91118;91119;91120;91121;91122;91123;91124;91125;91126;91127;91128;91129;91130;91131;91132	277;1129;9325;45378;45926;55967;59056;68000;86625;91090	6	470	-1;-1;-1;-1;-1;-1;-1;-1
