Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides 002-CTRL1_GST CAA5769A2MA2-40-222306	Peptides 004-CTRL2_GST CAA5769A4MA2-40-222313	Peptides 006-CTRL3_GST CAA5769A6MA2-40-222321	Peptides 008-CS1_GST CAA5769A8MA2-40-222333	Peptides 010-CS2_GST CAA5769A10MA2-40-222342	Peptides 012-CS3_GST CAA5769A12MA2-40-222421	Peptides 014-CTRL1_26S CAA5769A14MA2-40-222435	Peptides 016-CTRL2_26S CAA5769A16MA2-40-222440	Peptides 018-CTRL3_26S CAA5769A18MA2-40-222445	Peptides 020-CS1_26S CAA5769A20MA2-40-222451	Peptides 022-CS2_26S CAA5769A22MA2-40-222460	Peptides 024-CS3_26S CAA5769A24MA2-40-222468	Razor + unique peptides 002-CTRL1_GST CAA5769A2MA2-40-222306	Razor + unique peptides 004-CTRL2_GST CAA5769A4MA2-40-222313	Razor + unique peptides 006-CTRL3_GST CAA5769A6MA2-40-222321	Razor + unique peptides 008-CS1_GST CAA5769A8MA2-40-222333	Razor + unique peptides 010-CS2_GST CAA5769A10MA2-40-222342	Razor + unique peptides 012-CS3_GST CAA5769A12MA2-40-222421	Razor + unique peptides 014-CTRL1_26S CAA5769A14MA2-40-222435	Razor + unique peptides 016-CTRL2_26S CAA5769A16MA2-40-222440	Razor + unique peptides 018-CTRL3_26S CAA5769A18MA2-40-222445	Razor + unique peptides 020-CS1_26S CAA5769A20MA2-40-222451	Razor + unique peptides 022-CS2_26S CAA5769A22MA2-40-222460	Razor + unique peptides 024-CS3_26S CAA5769A24MA2-40-222468	Unique peptides 002-CTRL1_GST CAA5769A2MA2-40-222306	Unique peptides 004-CTRL2_GST CAA5769A4MA2-40-222313	Unique peptides 006-CTRL3_GST CAA5769A6MA2-40-222321	Unique peptides 008-CS1_GST CAA5769A8MA2-40-222333	Unique peptides 010-CS2_GST CAA5769A10MA2-40-222342	Unique peptides 012-CS3_GST CAA5769A12MA2-40-222421	Unique peptides 014-CTRL1_26S CAA5769A14MA2-40-222435	Unique peptides 016-CTRL2_26S CAA5769A16MA2-40-222440	Unique peptides 018-CTRL3_26S CAA5769A18MA2-40-222445	Unique peptides 020-CS1_26S CAA5769A20MA2-40-222451	Unique peptides 022-CS2_26S CAA5769A22MA2-40-222460	Unique peptides 024-CS3_26S CAA5769A24MA2-40-222468	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Identification type 002-CTRL1_GST CAA5769A2MA2-40-222306	Identification type 004-CTRL2_GST CAA5769A4MA2-40-222313	Identification type 006-CTRL3_GST CAA5769A6MA2-40-222321	Identification type 008-CS1_GST CAA5769A8MA2-40-222333	Identification type 010-CS2_GST CAA5769A10MA2-40-222342	Identification type 012-CS3_GST CAA5769A12MA2-40-222421	Identification type 014-CTRL1_26S CAA5769A14MA2-40-222435	Identification type 016-CTRL2_26S CAA5769A16MA2-40-222440	Identification type 018-CTRL3_26S CAA5769A18MA2-40-222445	Identification type 020-CS1_26S CAA5769A20MA2-40-222451	Identification type 022-CS2_26S CAA5769A22MA2-40-222460	Identification type 024-CS3_26S CAA5769A24MA2-40-222468	Sequence coverage 002-CTRL1_GST CAA5769A2MA2-40-222306 [%]	Sequence coverage 004-CTRL2_GST CAA5769A4MA2-40-222313 [%]	Sequence coverage 006-CTRL3_GST CAA5769A6MA2-40-222321 [%]	Sequence coverage 008-CS1_GST CAA5769A8MA2-40-222333 [%]	Sequence coverage 010-CS2_GST CAA5769A10MA2-40-222342 [%]	Sequence coverage 012-CS3_GST CAA5769A12MA2-40-222421 [%]	Sequence coverage 014-CTRL1_26S CAA5769A14MA2-40-222435 [%]	Sequence coverage 016-CTRL2_26S CAA5769A16MA2-40-222440 [%]	Sequence coverage 018-CTRL3_26S CAA5769A18MA2-40-222445 [%]	Sequence coverage 020-CS1_26S CAA5769A20MA2-40-222451 [%]	Sequence coverage 022-CS2_26S CAA5769A22MA2-40-222460 [%]	Sequence coverage 024-CS3_26S CAA5769A24MA2-40-222468 [%]	Intensity	Intensity 002-CTRL1_GST CAA5769A2MA2-40-222306	Intensity 004-CTRL2_GST CAA5769A4MA2-40-222313	Intensity 006-CTRL3_GST CAA5769A6MA2-40-222321	Intensity 008-CS1_GST CAA5769A8MA2-40-222333	Intensity 010-CS2_GST CAA5769A10MA2-40-222342	Intensity 012-CS3_GST CAA5769A12MA2-40-222421	Intensity 014-CTRL1_26S CAA5769A14MA2-40-222435	Intensity 016-CTRL2_26S CAA5769A16MA2-40-222440	Intensity 018-CTRL3_26S CAA5769A18MA2-40-222445	Intensity 020-CS1_26S CAA5769A20MA2-40-222451	Intensity 022-CS2_26S CAA5769A22MA2-40-222460	Intensity 024-CS3_26S CAA5769A24MA2-40-222468	LFQ intensity 002-CTRL1_GST CAA5769A2MA2-40-222306	LFQ intensity 004-CTRL2_GST CAA5769A4MA2-40-222313	LFQ intensity 006-CTRL3_GST CAA5769A6MA2-40-222321	LFQ intensity 008-CS1_GST CAA5769A8MA2-40-222333	LFQ intensity 010-CS2_GST CAA5769A10MA2-40-222342	LFQ intensity 012-CS3_GST CAA5769A12MA2-40-222421	LFQ intensity 014-CTRL1_26S CAA5769A14MA2-40-222435	LFQ intensity 016-CTRL2_26S CAA5769A16MA2-40-222440	LFQ intensity 018-CTRL3_26S CAA5769A18MA2-40-222445	LFQ intensity 020-CS1_26S CAA5769A20MA2-40-222451	LFQ intensity 022-CS2_26S CAA5769A22MA2-40-222460	LFQ intensity 024-CS3_26S CAA5769A24MA2-40-222468	MS/MS count 002-CTRL1_GST CAA5769A2MA2-40-222306	MS/MS count 004-CTRL2_GST CAA5769A4MA2-40-222313	MS/MS count 006-CTRL3_GST CAA5769A6MA2-40-222321	MS/MS count 008-CS1_GST CAA5769A8MA2-40-222333	MS/MS count 010-CS2_GST CAA5769A10MA2-40-222342	MS/MS count 012-CS3_GST CAA5769A12MA2-40-222421	MS/MS count 014-CTRL1_26S CAA5769A14MA2-40-222435	MS/MS count 016-CTRL2_26S CAA5769A16MA2-40-222440	MS/MS count 018-CTRL3_26S CAA5769A18MA2-40-222445	MS/MS count 020-CS1_26S CAA5769A20MA2-40-222451	MS/MS count 022-CS2_26S CAA5769A22MA2-40-222460	MS/MS count 024-CS3_26S CAA5769A24MA2-40-222468	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
tr|D3YZC1|D3YZC1_MOUSE;tr|E9Q1J7|E9Q1J7_MOUSE;sp|Q99MN9|PCCB_MOUSE	tr|D3YZC1|D3YZC1_MOUSE;tr|E9Q1J7|E9Q1J7_MOUSE;sp|Q99MN9|PCCB_MOUSE	2;2;2	2;2;2	2;2;2	tr|D3YZC1|D3YZC1_MOUSE Propionyl-CoA carboxylase beta chain, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Pccb PE=1 SV=1;tr|E9Q1J7|E9Q1J7_MOUSE Propionyl-CoA carboxylase beta chain, mitochondrial OS=Mus musculus OX=10090 GN=Pccb PE=1 SV=1;sp|Q99MN9	3	2	2	2	2	1	0	2	1	1	2	1	1	2	1	1	2	1	0	2	1	1	2	1	1	2	1	1	2	1	0	2	1	1	2	1	1	2	1	1	10.5	10.5	10.5	27.144	256	256;504;541	0	24.9	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By matching	By MS/MS	By matching	By matching	By MS/MS	By matching	By matching	10.5	4.3	0	10.5	6.2	6.2	10.5	4.3	4.3	10.5	6.2	4.3	8239700	2426400	63249	0	1608800	288590	219180	1490100	160280	93618	1470100	312980	106480	2426700	0	0	3032800	0	0	206990	0	0	227680	0	0	3	1	0	2	1	0	1	0	0	1	0	0	9				659	4588;4726	True;True	4748;4887	38333;38334;38335;38336;38337;38338;38339;39471;39472;39473;39474;39475;39476;39477;39478	21498;21499;21500;21501;22140;22141;22142;22143;22144	21499;22143			-1;-1;-1
sp|Q99P72|RTN4_MOUSE	sp|Q99P72|RTN4_MOUSE	3	3	3	sp|Q99P72|RTN4_MOUSE Reticulon-4 OS=Mus musculus OX=10090 GN=Rtn4 PE=1 SV=2	1	3	3	3	3	2	0	1	0	0	3	3	3	2	3	3	3	2	0	1	0	0	3	3	3	2	3	3	3	2	0	1	0	0	3	3	3	2	3	3	5.8	5.8	5.8	126.61	1162	1162	0	21.606	By MS/MS	By matching		By matching			By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	5.8	4.6	0	1.6	0	0	5.8	5.8	5.8	2.8	5.8	5.8	52118000	3480600	631510	0	1062100	0	0	13149000	6092400	5229100	2896700	5236400	14340000	3572200	3132400	0	0	0	0	2681000	2089900	1626800	0	1912900	2905900	4	0	0	0	0	0	3	1	1	0	4	2	15				660	3201;4475;5691	True;True;True	3312;4631;5885	27064;27065;27066;27067;27068;27069;27070;37425;37426;37427;37428;37429;37430;37431;37432;37433;47770;47771;47772;47773;47774;47775;47776	15473;15474;15475;15476;15477;15478;15479;20959;20960;20961;20962;20963;20964;20965;26852;26853;26854	15479;20959;26854			-1
sp|Q99PT1|GDIR1_MOUSE	sp|Q99PT1|GDIR1_MOUSE	10	10	10	sp|Q99PT1|GDIR1_MOUSE Rho GDP-dissociation inhibitor 1 OS=Mus musculus OX=10090 GN=Arhgdia PE=1 SV=3	1	10	10	10	10	6	2	9	7	7	9	4	2	9	5	4	10	6	2	9	7	7	9	4	2	9	5	4	10	6	2	9	7	7	9	4	2	9	5	4	61.8	61.8	61.8	23.407	204	204	0	191.87	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By matching	61.8	47.5	8.8	61.3	48	42.2	61.3	24	11.3	61.8	39.7	26.5	1052200000	327400000	6740900	359070	157680000	13425000	14800000	228140000	6320400	989940	285220000	5495000	5628600	348390000	11820000	2925300	326900000	36815000	39655000	46460000	1082600	282460	60616000	1505600	593500	13	0	0	13	2	3	6	1	0	11	1	0	50				661	114;135;2168;3331;3332;4379;4380;4655;5006;5599	True;True;True;True;True;True;True;True;True;True	121;122;145;2249;3444;3445;4535;4536;4816;5179;5790	910;911;912;913;914;915;916;917;918;919;920;921;922;1114;1115;1116;1117;1118;1119;1120;1121;18082;18083;18084;18085;18086;28054;28055;28056;28057;28058;36623;36624;36625;36626;36627;36628;36629;36630;36631;36632;36633;36634;36635;36636;36637;36638;36639;36640;36641;36642;36643;36644;36645;36646;36647;36648;38866;38867;38868;38869;38870;38871;38872;38873;38874;38875;42018;42019;42020;42021;42022;42023;42024;42025;42026;42027;46913;46914;46915;46916;46917;46918;46919;46920;46921;46922;46923;46924;46925;46926;46927;46928;46929;46930;46931;46932	498;499;500;501;502;503;504;609;610;611;612;613;614;615;616;10364;10365;15993;15994;15995;15996;15997;15998;15999;20562;20563;20564;20565;20566;20567;20568;20569;20570;20571;20572;21803;21804;21805;23715;23716;23717;23718;23719;26306;26307;26308;26309;26310;26311;26312;26313;26314;26315	499;616;10365;15996;15997;20563;20571;21805;23715;26308	128	162	-1
sp|Q9CPR4|RL17_MOUSE;tr|Q6ZWZ7|Q6ZWZ7_MOUSE;tr|B2RY53|B2RY53_MOUSE	sp|Q9CPR4|RL17_MOUSE;tr|Q6ZWZ7|Q6ZWZ7_MOUSE	5;5;1	5;5;1	5;5;1	sp|Q9CPR4|RL17_MOUSE 60S ribosomal protein L17 OS=Mus musculus OX=10090 GN=Rpl17 PE=1 SV=3;tr|Q6ZWZ7|Q6ZWZ7_MOUSE 60S ribosomal protein L17 OS=Mus musculus OX=10090 GN=Rpl17 PE=1 SV=1	3	5	5	5	3	2	1	2	2	2	5	5	5	5	5	5	3	2	1	2	2	2	5	5	5	5	5	5	3	2	1	2	2	2	5	5	5	5	5	5	27.7	27.7	27.7	21.423	184	184;184;190	0	96.915	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	19.6	14.1	5.4	14.1	14.1	14.1	27.7	27.7	27.7	27.7	27.7	27.7	529170000	2613100	521910	165830	1737600	945830	860970	79813000	59018000	65689000	91027000	84235000	142540000	2942900	0	0	0	0	4921200	16410000	18498000	14320000	18199000	35850000	30557000	0	0	0	0	0	1	2	7	3	3	5	4	25				662	1239;1739;2707;4222;5687	True;True;True;True;True	1296;1805;2806;4376;5881	10195;10196;10197;10198;10199;10200;14349;14350;14351;14352;14353;14354;14355;14356;14357;14358;14359;14360;14361;14362;14363;14364;14365;14366;22931;22932;22933;22934;22935;22936;35513;35514;35515;35516;35517;35518;35519;47741;47742;47743;47744;47745;47746;47747;47748;47749;47750;47751;47752	5757;5758;5759;5760;5761;8210;8211;8212;8213;8214;8215;8216;8217;8218;13071;13072;13073;13074;19944;19945;26839;26840;26841;26842;26843	5761;8214;13074;19945;26840			-1;-1;-1
sp|Q9CPT5|NOP16_MOUSE;tr|D3Z7M5|D3Z7M5_MOUSE	sp|Q9CPT5|NOP16_MOUSE;tr|D3Z7M5|D3Z7M5_MOUSE	3;3	3;3	3;3	sp|Q9CPT5|NOP16_MOUSE Nucleolar protein 16 OS=Mus musculus OX=10090 GN=Nop16 PE=1 SV=1;tr|D3Z7M5|D3Z7M5_MOUSE Nucleolar protein 16 OS=Mus musculus OX=10090 GN=Nop16 PE=1 SV=1	2	3	3	3	0	0	0	0	0	0	3	2	3	3	3	3	0	0	0	0	0	0	3	2	3	3	3	3	0	0	0	0	0	0	3	2	3	3	3	3	20.8	20.8	20.8	21.139	178	178;181	0	18.095							By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	0	0	20.8	10.7	20.8	20.8	20.8	20.8	17261000	0	0	0	0	0	0	3229800	1294600	1766700	3591100	2165300	5213600	0	0	0	0	0	0	610400	690860	609570	623870	910080	807020	0	0	0	0	0	0	1	1	1	0	2	0	5				663	2691;3841;5644	True;True;True	2789;3990;5837	22833;22834;22835;22836;22837;32446;32447;32448;32449;32450;32451;47300;47301;47302;47303;47304;47305	13032;18284;26495;26496;26497;26498	13032;18284;26497			-1;-1
sp|Q9CPU0|LGUL_MOUSE	sp|Q9CPU0|LGUL_MOUSE	1	1	1	sp|Q9CPU0|LGUL_MOUSE Lactoylglutathione lyase OS=Mus musculus OX=10090 GN=Glo1 PE=1 SV=3	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	10.9	10.9	10.9	20.809	184	184	0	10.616				By MS/MS									0	0	0	10.9	0	0	0	0	0	0	0	0	2793800	0	0	0	2793800	0	0	0	0	0	0	0	0	0	0	0	4940500	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2				664	1734	True	1800	14300	8191;8192	8192			-1
tr|F6ZTG3|F6ZTG3_MOUSE;tr|E9Q197|E9Q197_MOUSE;sp|Q9CPV4|GLOD4_MOUSE;tr|E9Q055|E9Q055_MOUSE;tr|E9Q2R6|E9Q2R6_MOUSE;tr|F7BB55|F7BB55_MOUSE	tr|F6ZTG3|F6ZTG3_MOUSE;tr|E9Q197|E9Q197_MOUSE;sp|Q9CPV4|GLOD4_MOUSE	4;4;4;1;1;1	4;4;4;1;1;1	4;4;4;1;1;1	tr|F6ZTG3|F6ZTG3_MOUSE Glyoxalase domain-containing protein 4 (Fragment) OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1;tr|E9Q197|E9Q197_MOUSE Glyoxalase domain-containing protein 4 OS=Mus musculus OX=10090 GN=Glod4 PE=1 SV=1;sp|Q9CPV4|GLOD4_MOUSE Glyoxalase 	6	4	4	4	4	0	0	4	3	4	4	0	0	4	0	0	4	0	0	4	3	4	4	0	0	4	0	0	4	0	0	4	3	4	4	0	0	4	0	0	24.5	24.5	24.5	23.581	212	212;279;298;61;66;97	0	33.037	By MS/MS			By MS/MS	By MS/MS	By MS/MS	By MS/MS			By MS/MS			24.5	0	0	24.5	20.3	24.5	24.5	0	0	24.5	0	0	56116000	20620000	0	0	7356500	1015300	1304400	12368000	0	0	13451000	0	0	21455000	0	0	13586000	3875700	4283600	2500700	0	0	2822400	0	0	4	0	0	4	0	0	3	0	0	1	0	0	12				665	1942;2905;4492;4976	True;True;True;True	2017;3008;4648;5147	16066;16067;16068;16069;16070;24606;24607;24608;24609;24610;24611;37574;37575;37576;37577;37578;37579;41725;41726;41727;41728;41729;41730	9170;9171;9172;14227;14228;14229;14230;21061;21062;23482;23483;23484	9170;14227;21062;23482			-1;-1;-1;-1;-1;-1
sp|Q9CPW4|ARPC5_MOUSE;tr|Q3UA72|Q3UA72_MOUSE	sp|Q9CPW4|ARPC5_MOUSE;tr|Q3UA72|Q3UA72_MOUSE	3;2	3;2	3;2	sp|Q9CPW4|ARPC5_MOUSE Actin-related protein 2/3 complex subunit 5 OS=Mus musculus OX=10090 GN=Arpc5 PE=1 SV=3;tr|Q3UA72|Q3UA72_MOUSE Actin-related protein 2/3 complex subunit 5 OS=Mus musculus OX=10090 GN=Arpc5 PE=1 SV=1	2	3	3	3	0	0	0	1	0	0	3	3	3	2	3	3	0	0	0	1	0	0	3	3	3	2	3	3	0	0	0	1	0	0	3	3	3	2	3	3	27.8	27.8	27.8	16.288	151	151;92	0	47.639				By matching			By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	7.3	0	0	27.8	27.8	27.8	20.5	27.8	27.8	300400000	0	0	0	153290	0	0	43367000	35821000	38352000	64441000	50292000	67970000	0	0	0	0	0	0	11251000	11876000	10445000	11941000	18839000	14798000	0	0	0	0	0	0	0	1	1	0	3	4	9				666	275;1658;2732	True;True;True	295;1722;2831	2295;2296;2297;2298;2299;2300;13583;13584;13585;13586;13587;13588;13589;13590;13591;13592;23088;23089;23090;23091;23092;23093	1333;7760;7761;7762;7763;7764;13147;13148;13149	1333;7763;13148			-1;-1
sp|Q9CPY7|AMPL_MOUSE	sp|Q9CPY7|AMPL_MOUSE	1	1	1	sp|Q9CPY7|AMPL_MOUSE Cytosol aminopeptidase OS=Mus musculus OX=10090 GN=Lap3 PE=1 SV=3	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	2.3	2.3	2.3	56.141	519	519	0.0035842	6.3135	By matching						By MS/MS	By matching	By matching	By matching	By MS/MS	By MS/MS	2.3	0	0	0	0	0	2.3	2.3	2.3	2.3	2.3	2.3	5274700	152920	0	0	0	0	0	1431000	612220	478590	528250	671040	1400700	0	0	0	0	0	0	0	0	0	0	0	270040	0	0	0	0	0	0	0	0	0	0	2	0	2				667	4745	True	4906	39610;39611;39612;39613;39614;39615;39616	22215;22216	22215			-1
sp|Q9CQ19|MYL9_MOUSE	sp|Q9CQ19|MYL9_MOUSE	1	1	1	sp|Q9CQ19|MYL9_MOUSE Myosin regulatory light polypeptide 9 OS=Mus musculus OX=10090 GN=Myl9 PE=1 SV=3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	6.4	6.4	6.4	19.854	172	172	0	9.7797	By MS/MS	By MS/MS		By MS/MS	By MS/MS	By MS/MS	By MS/MS	By matching	By matching	By MS/MS	By MS/MS	By matching	6.4	6.4	0	6.4	6.4	6.4	6.4	6.4	6.4	6.4	6.4	6.4	20198000	2926900	228910	0	804280	330630	825070	4458500	1745600	1090900	3831700	2212700	1742300	0	0	0	0	0	0	0	0	0	0	0	335910	1	1	0	1	0	2	0	0	0	2	1	0	8				668	1541	True	1601	12637;12638;12639;12640;12641;12642;12643;12644;12645;12646;12647	7243;7244;7245;7246;7247;7248;7249;7250	7243			-1
sp|Q9CQ60|6PGL_MOUSE;tr|Q8CBG6|Q8CBG6_MOUSE;tr|D3Z4X1|D3Z4X1_MOUSE;tr|F6X8L5|F6X8L5_MOUSE	sp|Q9CQ60|6PGL_MOUSE;tr|Q8CBG6|Q8CBG6_MOUSE	3;2;1;1	3;2;1;1	3;2;1;1	sp|Q9CQ60|6PGL_MOUSE 6-phosphogluconolactonase OS=Mus musculus OX=10090 GN=Pgls PE=1 SV=1;tr|Q8CBG6|Q8CBG6_MOUSE 6-phosphogluconolactonase OS=Mus musculus OX=10090 GN=Pgls PE=1 SV=1	4	3	3	3	3	0	0	2	0	1	2	0	0	2	0	1	3	0	0	2	0	1	2	0	0	2	0	1	3	0	0	2	0	1	2	0	0	2	0	1	21.8	21.8	21.8	27.254	257	257;215;174;188	0	19.446	By MS/MS			By MS/MS		By matching	By matching			By MS/MS		By matching	21.8	0	0	17.1	0	6.2	10.9	0	0	17.1	0	6.2	29054000	12310000	0	0	4102600	0	254260	3772200	0	0	8209900	0	404420	11439000	0	0	8126700	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2				669	33;762;1054	True;True;True	33;801;1104	244;245;246;6230;6231;6232;6233;6234;6235;8702;8703	128;3536;4957	128;3536;4957			-1;-1;-1;-1
sp|Q9CQ62|DECR_MOUSE	sp|Q9CQ62|DECR_MOUSE	3	3	3	sp|Q9CQ62|DECR_MOUSE 2,4-dienoyl-CoA reductase, mitochondrial OS=Mus musculus OX=10090 GN=Decr1 PE=1 SV=1	1	3	3	3	1	0	0	2	0	0	3	2	1	3	3	3	1	0	0	2	0	0	3	2	1	3	3	3	1	0	0	2	0	0	3	2	1	3	3	3	13.4	13.4	13.4	36.213	335	335	0	17.887	By matching			By matching			By MS/MS	By MS/MS	By matching	By MS/MS	By MS/MS	By MS/MS	6.6	0	0	10.4	0	0	13.4	10.4	3.9	13.4	13.4	13.4	72638000	648000	0	0	649310	0	0	13427000	8745700	2079800	12237000	11402000	23450000	0	0	0	1915400	0	0	2647800	3099800	0	2452900	3775700	4480300	0	0	0	0	0	0	1	1	0	2	1	2	7				670	1487;4980;4981	True;True;True	1546;5151;5152	12163;12164;12165;12166;41756;41757;41758;41759;41760;41761;41762;41763;41764;41765;41766;41767;41768;41769	6929;23500;23501;23502;23503;23504;23505	6929;23500;23505			-1
sp|Q9CQE8|RTRAF_MOUSE	sp|Q9CQE8|RTRAF_MOUSE	5	5	5	sp|Q9CQE8|RTRAF_MOUSE RNA transcription, translation and transport factor protein OS=Mus musculus OX=10090 GN=RTRAF PE=1 SV=1	1	5	5	5	2	0	0	1	0	0	4	4	4	1	3	5	2	0	0	1	0	0	4	4	4	1	3	5	2	0	0	1	0	0	4	4	4	1	3	5	23.8	23.8	23.8	28.152	244	244	0	41.72	By MS/MS			By matching			By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	7	0	0	3.3	0	0	17.2	17.2	17.2	3.3	13.5	23.8	136650000	692390	0	0	220320	0	0	27208000	19883000	18686000	2081800	18099000	49777000	3120300	0	0	0	0	0	4186200	5133100	4925200	1762100	8543000	7713900	0	0	0	0	0	0	2	2	2	0	3	3	12				671	1934;2358;3104;3606;5601	True;True;True;True;True	2008;2446;3210;3744;5792	15984;15985;15986;15987;15988;19894;19895;19896;19897;19898;26277;26278;26279;26280;26281;26282;26283;26284;26285;26286;26287;26288;26289;26290;30443;46944;46945;46946;46947;46948	9129;9130;9131;9132;9133;11379;15123;15124;15125;15126;15127;15128;17239;26319	9131;11379;15123;17239;26319			-1
sp|Q9CQI6|COTL1_MOUSE;tr|A0A1D5RLP1|A0A1D5RLP1_MOUSE	sp|Q9CQI6|COTL1_MOUSE;tr|A0A1D5RLP1|A0A1D5RLP1_MOUSE	2;1	2;1	2;1	sp|Q9CQI6|COTL1_MOUSE Coactosin-like protein OS=Mus musculus OX=10090 GN=Cotl1 PE=1 SV=3;tr|A0A1D5RLP1|A0A1D5RLP1_MOUSE Coactosin-like protein OS=Mus musculus OX=10090 GN=Cotl1 PE=1 SV=1	2	2	2	2	2	0	0	2	1	1	2	0	0	2	0	0	2	0	0	2	1	1	2	0	0	2	0	0	2	0	0	2	1	1	2	0	0	2	0	0	24.6	24.6	24.6	15.944	142	142;119	0	12.191	By MS/MS			By MS/MS	By matching	By matching	By MS/MS			By matching			24.6	0	0	24.6	5.6	5.6	24.6	0	0	24.6	0	0	31136000	11311000	0	0	4596300	396180	388070	6015100	0	0	8429700	0	0	15379000	0	0	3836200	0	0	1484500	0	0	1815200	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3				672	1137;5529	True;True	1192;5718	9441;9442;9443;9444;9445;9446;46310;46311;46312;46313	5378;25999;26000	5378;26000			-1;-1
sp|Q9CQK7|RWDD1_MOUSE	sp|Q9CQK7|RWDD1_MOUSE	4	4	4	sp|Q9CQK7|RWDD1_MOUSE RWD domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rwdd1 PE=1 SV=1	1	4	4	4	0	0	0	0	0	0	3	3	3	4	3	3	0	0	0	0	0	0	3	3	3	4	3	3	0	0	0	0	0	0	3	3	3	4	3	3	23.5	23.5	23.5	27.785	243	243	0	33.138							By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	0	0	0	0	0	0	21	21	21	23.5	21	21	81049000	0	0	0	0	0	0	17745000	7059800	15883000	15467000	10091000	14803000	0	0	0	0	0	0	3356100	2151400	5065400	3134500	4478600	2709700	0	0	0	0	0	0	2	0	2	3	2	1	10				673	1372;1554;2935;5656	True;True;True;True	1430;1614;3038;5849	11145;11146;11147;11148;11149;11150;12759;24847;24848;24849;24850;24851;24852;47402;47403;47404;47405;47406;47407	6288;7316;7317;14357;14358;14359;26571;26572;26573;26574	6288;7316;14357;26572			-1
sp|Q9CQR2|RS21_MOUSE	sp|Q9CQR2|RS21_MOUSE	3	3	3	sp|Q9CQR2|RS21_MOUSE 40S ribosomal protein S21 OS=Mus musculus OX=10090 GN=Rps21 PE=1 SV=1	1	3	3	3	2	1	1	2	1	2	2	2	2	3	2	2	2	1	1	2	1	2	2	2	2	3	2	2	2	1	1	2	1	2	2	2	2	3	2	2	30.1	30.1	30.1	9.1413	83	83	0	96.883	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	By MS/MS	28.9	12	12	28.9	12	28.9	28.9	28.9	28.9	30.1	28.9	28.9	514260000	4047400	987320	506070	1635100	1180900	2402900	98812000	93359000	76068000	72235000	58441000	104580000	4790800	0	0	4074300	0	8388000	28276000	35177000	12552000	21412000	13963000	20070000	0	0	0	0	0	0	5	4	2	5	2	2	20				674	688;3496;4157	True;True;True	726;3619;3620;4310	5596;5597;5598;5599;5600;5601;5602;5603;5604;5605;5606;5607;5608;5609;5610;5611;29488;29489;29490;29491;29492;29493;29494;29495;29496;29497;29498;29499;29500;29501;29502;29503;29504;29505;29506;34980	3217;3218;3219;3220;3221;3222;16705;16706;16707;16708;16709;16710;16711;16712;16713;16714;16715;16716;16717;19674	3219;16713;19674			-1
